,D012811_Colon cancer,D003110_Colon cancer,D003123_Colon cancer,D055847_Colon cancer,D010508_Periodontal,D010510_Periodontal,D016301_Periodontal,D005764_Gastro-oesophageal reflux,D056128_Obesity,D009767_Obesity,D063766_Obesity,D009765_Obesity,D016585_Bacterial Vaginosis,D003093_Ulcerative colitis,D003876_Atopic dermatitis,D003877_Eczema,D004485_Eczema,D003876_Eczema,D021181_Allergy,D006967_Allergy,D021182_Allergy,D005512_Allergy,D006255_Allergy,D021183_Allergy,D004342_Allergy,D016269_Allergy,D000092542_Allergy,D001250_Asthma,D055963_Asthma,D004418_Asthma,D001249_Asthma,D059366_Asthma,D003550_Cystic fibrosis,D015535_Psoriasis,D011565_Psoriasis,D020345_Necrotizing Enterocolitis,D018746_Systemic inflammatory response syndrome,D029424_COPD,D003924_Type 2 diabetes,D003922_Type 1 diabetes,D015179_Colorectal carcinoma,D007669_Kidney stones,D008106_Liver cirrhosis,D008103_Liver cirrhosis,D008105_Liver cirrhosis,D008104_Liver cirrhosis
D006255_Allergy,0.0,0.050448462195397836,0.12203528630525948,0.08223036670302646,0.0,0.12535291632831652,0.10660035817780521,0.09949409946558428,0.10264696034190664,0.09026357440570365,0.12749614861201516,0.032791500427008596,0.0,0.05301542985569266,0.07064762801416988,0.047919331921773736,0.1292191476761844,0.07064762801416988,0.0,0.0605635926163975,0.0,0.11113855611859678,0.9999999999999999,0.06981176202167168,0.07314003293323358,0.0,0.0,0.0,0.09300911864272315,0.0,0.04540361597585806,0.08079674648152135,0.09040556431413962,0.08330996120180274,0.05051213744123989,0.07778854697209658,0.0,0.04541633229482351,0.03784164399997252,0.06061456492948788,0.03529416749409282,0.07323202001161236,0.02523129571934639,0.04799326599353126,0.06820095693817599,0.05808080808080807
D021183_Allergy,0.011694506743124696,0.1887233147904099,0.3111065797793006,0.1984623604966867,0.0,0.2798883773851548,0.28212997517788324,0.31175741204383656,0.25592732741561264,0.29185705655579286,0.2735208698553355,0.24738804020912972,0.0,0.2221163894635653,0.39858898288796757,0.34474536878282036,0.26776667686060895,0.39858898288796757,0.0,0.29123218751058344,0.0,0.23897037568045723,0.06981176202167166,0.9999999999999996,0.2517803255155431,0.0,0.0,0.0,0.30845937322620254,0.0,0.2020058941304975,0.28640967081807517,0.3087476014580361,0.2802765413181148,0.21833090390445734,0.30064987644229474,0.02958502193637736,0.26074362630587883,0.2003736214956529,0.24382131400497778,0.20133975264265133,0.30662565605374703,0.17715065906131897,0.31590376376584367,0.271566393412743,0.2299355653888392
D004342_Allergy,0.023659114699589204,0.5002099419180123,0.30309154235147134,0.14448222199002145,0.0,0.23156972853560825,0.2550748303549461,0.5089196240099504,0.1822535120748956,0.3316037262268657,0.236592452682946,0.425472362459641,0.0,0.6331422009877594,0.674226574934099,0.5382031905961382,0.24217972447851208,0.674226574934099,0.0,0.6998040862328065,0.0,0.2598186991045489,0.07314003293323358,0.251780325515543,1.000000000000001,0.0,0.0,0.012646328754321411,0.4604897846573404,0.011829557349794602,0.5685094527339019,0.7108438199423232,0.4117647354610515,0.7006586923320289,0.6258414216790643,0.5073124210232013,0.022445006962161677,0.58322838687198,0.4837626169417509,0.7090814137250486,0.4582459488665404,0.4818418329846852,0.4334313696004923,0.5281015386052466,0.6405053161958535,0.6647055866575866
D016269_Allergy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D000092542_Allergy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
D001250_Asthma,0.0,0.0,0.0,0.0,0.0,0.018486846666163393,0.0,0.023385460166950485,0.0,0.0,0.035516640114288456,0.0,0.0,0.0,0.012651641222001362,0.0,0.0,0.012651641222001362,0.0,0.012653413532890774,0.0,0.0,0.0,0.0,0.012646328754321411,0.0,0.0,0.9999999999999998,0.035874800166708756,0.0,0.0,0.01899076534801338,0.019709456081457473,0.012658734937850016,0.006332031531113376,0.007501008015682712,0.0,0.0,0.0,0.006332031531113376,0.0,0.015300199229016325,0.0,0.0,0.006332920299667279,0.006331143136646552
D055963_Asthma,0.025168352070525913,0.325167173493256,0.37867909304292324,0.20493183999201678,0.0,0.30756453247313054,0.3408214342883717,0.7967216252109843,0.24969347125667693,0.4060351331787102,0.3143970964815004,0.26561274611353874,0.0,0.3794820355174292,0.43129481436433914,0.3413975989700972,0.33333524850831814,0.43129481436433914,0.0,0.4051402736128724,0.0,0.33586970782514397,0.09300911864272314,0.3084593732262026,0.4604897846573402,0.0,0.0,0.035874800166708756,0.9999999999999999,0.016778901380350607,0.3283434096201741,0.6489854152182006,0.4627791464983516,0.5404142076478575,0.37407633242724464,0.5505055224582218,0.04244763599780089,0.34034959107756785,0.28391584848528356,0.42456272373251563,0.2773683736016165,0.4490619319474973,0.2501986492168818,0.31886432318693764,0.4592123357617369,0.39588496653056504
D004418_Asthma,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01458339662946301,0.0,0.02228282589107932,0.03322277470925477,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.011829557349794602,0.0,0.0,0.0,0.016778901380350607,0.9999999999999998,0.0,0.011842822907480812,0.01843650798412048,0.011841162271854971,0.0,0.014033101025064882,0.0,0.0,0.0,0.0,0.0,0.014312025866090473,0.0,0.0,0.01184780900955036,0.0
D001249_Asthma,0.011831213107007525,0.7536394176931682,0.21090384401950985,0.09734901547785521,0.0,0.14321687154598228,0.17820764742430084,0.3771708515369618,0.12635250367806075,0.2319969183344598,0.15879855394688244,0.6699328107502792,0.0,0.7013171432505045,0.571548608240383,0.6731980471812075,0.16333484367750267,0.571548608240383,0.0,0.6500490701074684,0.0,0.16693220970806258,0.045403615975858055,0.20200589413049744,0.568509452733901,0.0,0.0,0.0,0.32834340962017405,0.0,0.9999999999999989,0.4960069640886236,0.29970547424520644,0.5035025594970663,0.7366509013891831,0.4031174621171317,0.007482716180196244,0.7608513319887903,0.763824730990712,0.6377019789423104,0.6880247299990666,0.40943662253959356,0.6367964405382806,0.6770401941642405,0.5228488455968148,0.7244959709727956
D059366_Asthma,0.01776423436122122,0.4682642016904463,0.33829376054366495,0.16139252380813335,0.0,0.26213926073948657,0.3005116312773255,0.6739088934892478,0.20733851079609522,0.39161507638492066,0.2683338802910026,0.3855963743423425,0.0,0.5825270005391512,0.5984584510799881,0.4569910407276028,0.2783404756960573,0.5984584510799881,0.0,0.6400337423223752,0.0,0.30208984517198956,0.08079674648152135,0.28640967081807545,0.7108438199423225,0.0,0.0,0.01899076534801338,0.6489854152182002,0.011842822907480812,0.4960069640886239,0.9999999999999984,0.5563310820769758,0.8383116054942336,0.5690235914223758,0.597292359835775,0.029960235450925524,0.5323056667919898,0.4316145023421947,0.6585297677851656,0.4055459229616761,0.49831467607141894,0.3700070985599927,0.46779855414182964,0.6322436367615726,0.6334689359558158
D003550_Cystic fibrosis,0.01843650798412048,0.26218775840082853,0.44925576068385686,0.23702872394493674,0.0,0.3290222202836015,0.38486210416851513,0.46030014717171025,0.2646776426911223,0.42478529236293866,0.34668176436890547,0.21376372981099165,0.0,0.3423095825775905,0.38095510636998825,0.32190929530747453,0.35012528651294944,0.38095510636998825,0.0,0.3941015472996848,0.0,0.35367354468020673,0.09040556431413964,0.3087476014580362,0.4117647354610514,0.0,0.0,0.019709456081457473,0.46277914649835167,0.01843650798412048,0.2997054742452067,0.5563310820769755,0.9999999999999998,0.48814045066549255,0.33153358386043763,0.4951927195793663,0.0349808143978201,0.31986264944925713,0.2561160762874554,0.38569717331853276,0.24285670801526213,0.47653798514330303,0.20945985229965,0.3215322357871953,0.4905987782459513,0.38564305936901105
D015535_Psoriasis,0.017761743407782454,0.46231453710081283,0.33566429098526146,0.1613698928714999,0.0,0.26537878408264626,0.3100904369942021,0.6617264903751761,0.20730943717738726,0.38892161738909664,0.2761641790504027,0.37965830167975845,0.0,0.6107683679192375,0.619955254346575,0.4628101398370701,0.28308599805175505,0.619955254346575,0.0,0.6391030698077559,0.0,0.30122446757021065,0.08330996120180274,0.2802765413181147,0.7006586923320288,0.0,0.0,0.012658734937850016,0.5404142076478577,0.011841162271854971,0.503502559497067,0.8383116054942344,0.4881404506654925,1.0,0.5958760521996945,0.6467267372076767,0.029956034338172503,0.5566144372207491,0.43603765779630416,0.6671342994966452,0.40380885284270457,0.5026510474536307,0.36547090943396626,0.4649271214651754,0.645342413620943,0.6176718335567999
D011565_Psoriasis,0.023692292551675872,0.717870227723631,0.23764702142425576,0.11270187033279727,0.0,0.16552184454542074,0.20360563911596444,0.42705542678715863,0.13791880200784265,0.2697728584735389,0.18733544007403957,0.5665036041505108,0.0,0.756908469319575,0.6490960646960209,0.6395746190199838,0.1858783099504243,0.6490960646960209,0.0,0.7167697432711397,0.0,0.19760737996325964,0.05051213744123989,0.21833090390445736,0.6258414216790638,0.0,0.0,0.006332031531113376,0.3740763324272444,0.0,0.7366509013891845,0.5690235914223762,0.3315335838604376,0.5958760521996946,1.000000000000001,0.4664642978549625,0.01498432149086766,0.7542412155647069,0.6562942169679552,0.7465618860510808,0.5989644333356913,0.44148828438219084,0.5397451077925878,0.6627368486326806,0.5762807074302804,0.7658201282063537
D020345_Necrotizing Enterocolitis,0.021049651537597323,0.37854522801773477,0.41003970004069284,0.18943719892171332,0.0,0.311591456356992,0.34030269985782324,0.5603324616837958,0.25674067696688635,0.434023639832585,0.3394071071867422,0.30482852571954444,0.0,0.43303439803782234,0.4856036183683495,0.4216536483635246,0.3260381722938329,0.4856036183683495,0.0,0.4594281013442229,0.0,0.3306497336539006,0.07778854697209658,0.30064987644229463,0.5073124210232013,0.0,0.0,0.007501008015682712,0.5505055224582218,0.014033101025064882,0.40311746211713173,0.5972923598357753,0.4951927195793665,0.6467267372076763,0.4664642978549625,0.9999999999999999,0.026625937124669197,0.42581657917115173,0.3596683156498729,0.5086887923863812,0.32324279353631763,0.5511107357144074,0.29594584402612834,0.410333383867521,0.5975438337195588,0.47470959434253784
D018746_Systemic inflammatory response syndrome,0.0,0.007482716180196244,0.017238817250844786,0.0,0.0,0.021873931962990357,0.019764235376052368,0.036893399496580576,0.08304547985373997,0.02818579300831268,0.042023855308753355,0.007482716180196244,0.0,0.014978017169086252,0.014969623771302395,0.014963337974774452,0.04259177099999599,0.014969623771302395,0.0,0.01497172079782684,0.0,0.0219793491131929,0.0,0.02958502193637736,0.02244500696216168,0.0,0.0,0.0,0.04244763599780089,0.0,0.007482716180196244,0.029960235450925524,0.0349808143978201,0.029956034338172503,0.01498432149086766,0.026625937124669197,1.0,0.014969623771302395,0.007483763812848237,0.01498432149086766,0.00747853004494263,0.036206879734471925,0.0,0.014986424701137103,0.029972849402274206,0.014982219165849821
D029424_COPD,0.011834526708278772,0.6978437686109935,0.22386584288015565,0.10954831532802196,0.0,0.15226170732653976,0.19231105900953005,0.41421023258112655,0.13571158850052217,0.24366498908496725,0.16356113888183854,0.6157939194123492,0.0,0.6992714103050206,0.6361344537815132,0.6722666139604534,0.16736548175114466,0.6361344537815132,0.0,0.7269925831232639,0.0,0.17767219695980765,0.0454163322948235,0.26074362630587883,0.5832283868719801,0.0,0.0,0.0,0.3403495910775678,0.0,0.7608513319887922,0.5323056667919902,0.31986264944925685,0.5566144372207498,0.7542412155647075,0.42581657917115207,0.014969623771302395,1.0000000000000013,0.6954208162291169,0.6361982595227961,0.6672266555656283,0.35975473521651485,0.6098039215686282,0.7613577420185359,0.5614137014810714,0.6851698526453623
D003924_Type 2 diabetes,0.0,0.7565448765164613,0.18771134942494636,0.08823489705079428,0.0,0.1252299954590387,0.15530641297071152,0.3320120394227693,0.10979705372783978,0.21146315729642137,0.1336610582453079,0.730505397050869,0.0,0.6473309701217623,0.5013303508055247,0.6038634055227757,0.13706110445000227,0.5013303508055247,0.0,0.562184896004869,0.0,0.1431047840452458,0.03784164399997252,0.20037362149565285,0.48376261694175093,0.0,0.0,0.0,0.2839158484852837,0.0,0.7638247309907129,0.43161450234219517,0.25611607628745536,0.4360376577963042,0.6562942169679551,0.35966831564987345,0.007483763812848237,0.6954208162291162,1.0000000000000002,0.5679846576578713,0.781586870992632,0.342430421790815,0.703542928057809,0.6308711036006885,0.4660034551930422,0.6295728327699122
D003922_Type 1 diabetes,0.02961536568959484,0.5603368157827167,0.29060097728509554,0.1294548510579428,0.0,0.20813142828978642,0.23396138894779914,0.47784599939048583,0.169028306220138,0.3157028754739262,0.220394635381223,0.48885813242874326,0.0,0.7089353973204472,0.7135850905621481,0.5871642536576974,0.21459770547924528,0.7135850905621481,0.0,0.7487383468442654,0.0,0.228895215124109,0.06061456492948788,0.24382131400497775,0.7090814137250474,0.0,0.0,0.006332031531113376,0.4245627237325152,0.0,0.6377019789423105,0.658529767785166,0.3856971733185329,0.6671342994966452,0.7465618860510808,0.5086887923863811,0.01498432149086766,0.6361982595227954,0.5679846576578712,1.0000000000000007,0.48718388660933876,0.5167650886316891,0.462638663822218,0.5866666724448547,0.6228771991172883,0.7840606222823571
D015179_Colorectal carcinoma,0.0,0.750979412491866,0.17468797227586805,0.07905182551980425,0.0,0.12187071875275948,0.14263416809249624,0.33281450339301955,0.10350968603047876,0.17706217187668824,0.1154966742150814,0.7680471264121355,0.0,0.5813503318317993,0.4704731577205621,0.5740663535251166,0.12900215483176844,0.4704731577205621,0.0,0.5307210384643319,0.0,0.1290329798283676,0.03529416749409281,0.20133975264265122,0.45824594886654035,0.0,0.0,0.0,0.2773683736016167,0.0,0.6880247299990678,0.4055459229616766,0.24285670801526205,0.4038088528427047,0.5989644333356907,0.32324279353631774,0.00747853004494263,0.6672266555656274,0.7815868709926321,0.48718388660933865,1.0000000000000002,0.2880360955957747,0.7489507257943034,0.6026909883097519,0.4368178757670403,0.550981170324449
D007669_Kidney stones,0.014312025866090473,0.32274036499605696,0.3932231832685029,0.19136246843867344,0.0,0.304914927203045,0.34885563048595525,0.46669333569987664,0.25056814179632286,0.42032651752894207,0.3347415885314341,0.2844720950647302,0.0,0.38944440561309607,0.44003898403601954,0.4432403087680627,0.30938684801142674,0.44003898403601954,0.0,0.41943385399945027,0.0,0.30638440524358884,0.07323202001161236,0.30662565605374703,0.48184183298468514,0.0,0.0,0.015300199229016325,0.44906193194749716,0.014312025866090473,0.40943662253959373,0.49831467607141894,0.47653798514330314,0.5026510474536305,0.44148828438219095,0.5511107357144074,0.036206879734471925,0.35975473521651474,0.3424304217908148,0.5167650886316894,0.2880360955957744,1.0,0.26388788957972237,0.3710107340145914,0.4785156724813427,0.48109368702073096
D008106_Liver cirrhosis,0.0,0.6521982893639665,0.15225457901935657,0.06998920145956958,0.0,0.09659613690608437,0.12500218835619453,0.29616031629550543,0.08391327227894879,0.16455297964179608,0.10537111831810755,0.739848810862859,0.0,0.5442825967183766,0.43725490196078454,0.5067899088998004,0.11396792328768421,0.43725490196078454,0.0,0.5140776069484353,0.0,0.11515790543691239,0.02523129571934639,0.17715065906131897,0.43343136960049206,0.0,0.0,0.0,0.25019864921688173,0.0,0.6367964405382821,0.3700070985599931,0.2094598522996499,0.3654709094339665,0.5397451077925883,0.29594584402612834,0.0,0.6098039215686282,0.7035429280578094,0.4626386638222182,0.7489507257943036,0.2638878895797223,1.000000000000001,0.6082449143418801,0.4287720027794994,0.4886460937646754
D008103_Liver cirrhosis,0.01184780900955036,0.6150833068307848,0.22734644826647485,0.10814805319868828,0.0,0.14997400568362665,0.19252689640519335,0.37424429141687865,0.13793816039126422,0.24710649476813507,0.17319151938993108,0.5977017366286385,0.0,0.645342413620943,0.6155360013741015,0.6511570457430933,0.16994694074079586,0.6155360013741015,0.0,0.6728372334412618,0.0,0.1770481249998676,0.04799326599353126,0.3159037637658438,0.5281015386052462,0.0,0.0,0.0,0.31886432318693775,0.0,0.6770401941642411,0.4677985541418297,0.3215322357871954,0.4649271214651752,0.662736848632681,0.4103333838675213,0.014986424701137103,0.7613577420185352,0.63087110360069,0.5866666724448547,0.6026909883097521,0.37101073401459184,0.6082449143418799,1.0000000000000004,0.578046041549691,0.6292450430262984
D008105_Liver cirrhosis,0.02369561801910072,0.4824787470627987,0.3197059428747306,0.14927477765452749,0.0,0.2393027850252403,0.2658352146517862,0.5148882679696669,0.18979461166617562,0.3421474542943409,0.24797876639921948,0.4000564625558476,0.0,0.6049383668551102,0.6138534428282039,0.5376320334633029,0.24734061797956197,0.6138534428282039,0.0,0.6341329657401807,0.0,0.25445521220911216,0.068200956938176,0.271566393412743,0.6405053161958536,0.0,0.0,0.006332920299667279,0.4592123357617372,0.01184780900955036,0.5228488455968152,0.6322436367615731,0.4905987782459514,0.6453424136209434,0.5762807074302811,0.5975438337195589,0.029972849402274206,0.5614137014810708,0.46600345519304265,0.6228771991172882,0.4368178757670402,0.4785156724813429,0.42877200277949923,0.578046041549691,1.0000000000000004,0.6037047669712614
D008104_Liver cirrhosis,0.02368896848395671,0.6177133926592046,0.2627955636309026,0.12182276548596506,0.0,0.181884623692067,0.2183826782114759,0.4442687913636853,0.15345202152123416,0.29401643826887086,0.19754032902231972,0.5277469684107453,0.0,0.7654979263290227,0.6537709068612864,0.6551777662754794,0.19622166869346516,0.6537709068612864,0.0,0.7556429726907,0.0,0.21898411798182757,0.05808080808080808,0.22993556538883914,0.6647055866575865,0.0,0.0,0.006331143136646552,0.3958849665305654,0.0,0.724495970972797,0.6334689359558169,0.38564305936901083,0.6176718335568002,0.7658201282063539,0.4747095943425382,0.014982219165849821,0.685169852645362,0.6295728327699134,0.784060622282357,0.550981170324449,0.4810936870207314,0.4886460937646751,0.629245043026299,0.6037047669712619,0.9999999999999989
